star_rating,review_body
1,My 5 & 8 year old boys love this show and I like watching it with them! We are anxiously awaiting the next season!!!
1,Very good
1,Awesome movie
1,Great movie
1,after watching the trailers and even when it came to theaters i was not too thrilled but it was pretty good.
1,Very endearing story and beautiful animation. I love this movie. I can't wait to rewatch it with my nieces.
1,Great show
1,Hope this becomes a series soon.
1,Great show
1,Franco did very well.
1,Loved the first episode. Hope to see more of this type- I hate all the awful language in some of the other shows!
1,Matches the previous seasons for intrigue and surprises.  Just fun to watch.
1,I liked it.
1,"The first time I watched this movie was with my grandfather.  I was five.  At 62, I still love it."
1,"1990s series of P&P. Any version is a good version when it comes to Jane Austen. What I especially love is each production's varied portrayal of the nature of respectful behavior, the temperament of the parents, and the level of severity expressed in breaches of social etiquette or moral behaviors. This version seems to me to have a more  &#34;down to earth&#34; quality as compared to the more recent ethereal ( K. Knightley?) production.  Costumes and Mr Firth such a delight to view. Each character feels true and well defined as to be able to have a conversation. Get out your tea and scones! Enjoy!"
1,The intensity is building up. Love the storyline. The acting of all the characters are superb.
0,"Boring--we watched one and a half hours of the first episode, and it was slow as molasses. They had to spice it up with a totally unnecessary sex scene, at which time we quit watching.  A waste of time and money.  ."
1,We watch reruns and try to remember the details.  Retirement is good.
1,Absolutely addicting! Unlike any other show!
1,"I enjoyed this movie, acting was pretty good, twist on the plot which caught me a bit off guard until I figured it out.  Overall, it was worth my time."
1,"Shows  toll war takes on men and the strength , loyalty, and determination of one exceptional man."
1,Great movie
1,Well written and performed. I enjoyed the show and would have enjoyed more seasons.
1,"Song of the Sea is an absolutely gorgeous animated film that is equally enchanting, adorable, and heartbreaking.<br /><br />I remember when Big Hero 6 won the 2015 Oscar for Best Animated Film, and I remember there was an overwhelming gnashing of teeth from people who were all, &#34;What even? It wasn't that good!&#34; and I, not having seen Song of the Sea (or Boxtrolls, or Kaguya), was thinking that they were a bunch of sore losers and that Big Hero 6, even with its flaws, was a great movie with fun characters, quick plot, and good lessons, and deserved the win.<br /><br />After I watched Song of the Sea, I found myself in the camp of teeth gnashers. It's not that Big Hero 6 isn't a good movie, Song of the Sea is simply a BETTER one.<br /><br />The same storybook style that was so intriguing in the Secret of the Kells has evolved into something transcendent in Song of the Sea. The characters are very relatable even if you are not familiar with the Irish backdrop and the inheritance of Irish folklore that runs through this film's veins (heaven knows I was a bit lost with all that talk of Tir Na Nog and giants and fairies). The main character is a little boy who loses his mother on the night his sister is born. The loss breaks his father and induces the paternal grandmother to try and get the kids to stay with her, in the city, instead of on their little lighthouse island. We see how much the little boy resents his sister, and though it's clear that it's unjustified--she's a sweet, curious, and quiet little girl--we still can't help but sympathize with him a bit. This starting point makes his subsequent physical journey as he tries to get back to his lighthouse home from his grandma's house in the city, and the emotional growth as he finally confronts the wounds in his heart and tries to find closure to a tragedy, all the more substantial. You see real character development, and it happens in such a natural, organic way (even with all the fairies and owls about).<br/><br />Put it this way--the movie's ending is heartbreaking, whether you read too deeply into the symbolism of it or not. But it's also strangely uplifting, as though the whole movie is meant to be heartbreaking, until the very end, when sadness becomes acceptance, and acceptance into joy at a new day.<br /><br />I would highly recommend this film to both children and adults. I'm not sure who would cry more: mom and dad, or the kids. My husband and I blubbered quite a bit at some points, but it was cathartic in its own way, so I'll consider it a bonus. I fully intend to add this movie to my hardcopy collection; it really is that good. Better than an inflatable robot hero."
1,"I really enjoy The Newsroom as well as most, if not all, of Aaron Sorkin's work.  The show is smart funny, and compelling and most of the acting is great.  The problem with Sorkin's writing is that it is so quick paced and intelligent, that often the wit is lost not just on the audience but at times even the actors doing the work.  It can be hard to follow.  I am a huge fan of The West Wing but The Newsroom, because it is on HBO, is able to bring a bit more reality to the interactions between its characters and that much is better than The West Wing.<br />If you like compelling drama and quick wit as well as superb acting by the likes of Jeff Daniels, Emily Mortimer, Sam Watterson, and Jane Fonda, check out this show."
1,One the best series ever...hits all the every day problems and challenges and situations of life with heartwarming moments and humor!
1,Excellent story but language was way too much
1,Very good documentary give this more stars than what I was able to put.
1,Woah
1,This movie deserves 50 stars
1,Can't wait till seasons 4 & 5 go free!
0,Interesting!
1,"Pretty good, I enjoy the focus on Superman and not Clark Kent. But the fights often feel too onesided on Superman's side."
1,"Love, love, love!!! I just wish there was another season or two!!"
1,Second time watched it !!! Just love it !!!
1,"The situations balance silly and awkward, and manages not to be too cringe-worthy."
0,Wasn't expecting the cursing to be so much. Looked like it could of been a great show but couldn't stand watching past the first episode because every other word was swearing. Sad that the writer of the series couldn't see that it would of been much better if even half the words were cut out.
1,Very thoughtful and mature material. Don't let Mr. Norton's self-assigned &#34;degenerate&#34; label dissuade you from enjoying this smart and hilarious special.
1,Awesome!
1,i love it
